timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,country,asn
2026-08-15T23:11:33,10.200.0.2,172.19.249.217,9050,8333,tx_84462522fc833865c9ca1a32,"[""bc1qanom03"",""bc1qanom09"",""bc1qanom03"",""bc1qanom07"",""bc1qanom02"",""bc1qanom02"",""bc1qanom11"",""bc1qanom11"",""bc1qanom01"",""bc1qanom03""]","[""bc1qanom05"",""bc1qanom07"",""bc1qanom04"",""bc1qanom12"",""bc1qanom11"",""bc1qanom11"",""bc1qanom06"",""bc1qanom08"",""bc1qanom03"",""bc1qanom09"",""bc1qanom05"",""bc1qanom02"",""bc1qanom03"",""bc1qanom09"",""bc1qanom07"",""bc1qanom02""]","[1.35616221,1.45643732,1.43378046,1.46108171,1.35497581,1.50074262,1.47987918,1.50587947,1.43202051,1.46923433]","[0.85187678,0.91766062,0.88704686,0.93602919,0.90438514,0.8748301,0.91726533,0.86460995,0.84948439,0.8989363,0.8420421,0.91550832,0.91414127,0.92475846,0.88152097,0.90585363]",0.06094606,P2SH,SG,AS13335
2026-08-11T05:45:34,10.200.0.6,172.16.237.222,9150,443,tx_dd38ac0deddba0eb91ab7a13,"[""bc1qanom08"",""bc1qanom12"",""bc1qanom01"",""bc1qanom10"",""bc1qanom07"",""bc1qanom12"",""bc1qanom03"",""bc1qanom07"",""bc1qanom09""]","[""bc1qanom01"",""bc1qanom08"",""bc1qanom05"",""bc1qanom07"",""bc1qanom05"",""bc1qanom12"",""bc1qanom12"",""bc1qanom07"",""bc1qanom12"",""bc1qanom11"",""bc1qanom08"",""bc1qanom06"",""bc1qanom09"",""bc1qanom06"",""bc1qanom12"",""bc1qanom12"",""bc1qanom11"",""bc1qanom02"",""bc1qanom12""]","[0.74452744,0.7239585,0.7184382,0.77116654,0.71135417,0.74125809,0.74344794,0.71066059,0.74402232]","[0.35345382,0.32951093,0.34627283,0.34558177,0.34541568,0.32829669,0.33977731,0.3474618,0.3288394,0.33235236,0.354425,0.3309694,0.35335422,0.35825737,0.34255842,0.32750675,0.32912847,0.33750439,0.33735944]",0.02641129,P2WPKH,GB,AS45117
2026-08-20T18:28:30,10.200.0.8,172.31.209.161,9150,443,tx_5aeb2bcbc1191c0828d32fde,"[""bc1qanom01"",""bc1qanom07"",""bc1qanom04"",""bc1qanom12"",""bc1qanom10"",""bc1qanom10"",""bc1qanom07"",""bc1qanom04"",""bc1qanom02""]","[""bc1qanom07"",""bc1qanom09"",""bc1qanom04"",""bc1qanom05"",""bc1qanom12"",""bc1qanom10"",""bc1qanom10"",""bc1qanom04"",""bc1qanom08"",""bc1qanom10"",""bc1qanom03"",""bc1qanom01"",""bc1qanom10"",""bc1qanom11""]","[7.74473138,7.3475015,7.76957669,7.4037202,7.7641298,7.3251542,7.26730535,7.70963375,7.25003122]","[5.08639864,4.66795488,4.84030359,4.62832943,4.6326067,4.79495834,5.01945165,5.08642948,5.14402769,4.91994456,4.68432637,5.14387494,4.73821377,5.07757155]",0.03190538,P2SH,RU,AS13335
2026-08-13T20:44:35,10.200.0.8,172.23.130.106,9050,8333,tx_f869b1fc523029fcafc7f5c6,"[""bc1qanom11"",""bc1qanom06"",""bc1qanom08"",""bc1qanom05"",""bc1qanom09"",""bc1qanom08"",""bc1qanom01"",""bc1qanom02"",""bc1qanom10"",""bc1qanom06""]","[""bc1qanom03"",""bc1qanom07"",""bc1qanom05"",""bc1qanom11"",""bc1qanom11"",""bc1qanom12"",""bc1qanom03"",""bc1qanom01"",""bc1qanom03"",""bc1qanom08"",""bc1qanom07"",""bc1qanom08"",""bc1qanom11"",""bc1qanom05"",""bc1qanom03"",""bc1qanom01""]","[5.25409176,5.23069326,4.97515943,5.00520668,5.16140762,5.23593347,5.30912419,4.94797432,4.87885583,4.92422708]","[3.11418872,3.40943533,3.1831646,3.39177496,3.31443605,3.407203,3.23901178,3.10993157,3.07693541,3.18579525,3.22647092,3.19106375,3.09869521,3.21862627,3.26860925,3.21088081]",0.03451663,P2SH,GB,AS14061
2026-08-28T03:12:33,10.200.0.5,172.16.252.207,4145,80,tx_e112e82cbec88ec3901d11ad,"[""bc1qanom08"",""bc1qanom12"",""bc1qanom09"",""bc1qanom12"",""bc1qanom05"",""bc1qanom02"",""bc1qanom05"",""bc1qanom06"",""bc1qanom05"",""bc1qanom06"",""bc1qanom11"",""bc1qanom05"",""bc1qanom11""]","[""bc1qanom11"",""bc1qanom07"",""bc1qanom09"",""bc1qanom02"",""bc1qanom09"",""bc1qanom11"",""bc1qanom04"",""bc1qanom07""]","[0.00185101,0.00193987,0.00191456,0.00180595,0.00190835,0.00177162,0.00189015,0.00180736,0.0019236,0.00196308,0.00186548,0.00187163,0.00192295]","[2.195e-05,1.958e-05,2.076e-05,2.002e-05,1.987e-05,2.031e-05,1.991e-05,2.128e-05]",0.02430906,P2WPKH,NL,AS45117
2026-08-18T00:16:11,10.200.0.5,172.18.48.42,9050,18333,tx_7de41e66a3a114bb808e4159,"[""bc1qanom02"",""bc1qanom11"",""bc1qanom07"",""bc1qanom06"",""bc1qanom04"",""bc1qanom06"",""bc1qanom06"",""bc1qanom02""]","[""bc1qanom06"",""bc1qanom08"",""bc1qanom06"",""bc1qanom03"",""bc1qanom08"",""bc1qanom08"",""bc1qanom05"",""bc1qanom08"",""bc1qanom03"",""bc1qanom12"",""bc1qanom08"",""bc1qanom11"",""bc1qanom04"",""bc1qanom05"",""bc1qanom06"",""bc1qanom03"",""bc1qanom02"",""bc1qanom04"",""bc1qanom08"",""bc1qanom04""]","[0.00611471,0.0065249,0.00593686,0.0064373,0.00633275,0.00607595,0.00631904,0.00639281]","[1.77e-06,1.76e-06,1.75e-06,1.81e-06,1.8e-06,1.8e-06,1.71e-06,1.78e-06,1.72e-06,1.71e-06,1.9e-06,1.78e-06,1.74e-06,1.71e-06,1.76e-06,1.7e-06,1.81e-06,1.73e-06,1.84e-06,1.79e-06]",0.0492912,P2SH,RU,AS7922
2026-08-04T23:47:57,10.200.0.6,172.22.41.15,1080,443,tx_ead28a5fbefb872312e92b1e,"[""bc1qanom12"",""bc1qanom07"",""bc1qanom12"",""bc1qanom12"",""bc1qanom11"",""bc1qanom12"",""bc1qanom05"",""bc1qanom09"",""bc1qanom10"",""bc1qanom11"",""bc1qanom11""]","[""bc1qanom02"",""bc1qanom06"",""bc1qanom05"",""bc1qanom07"",""bc1qanom08"",""bc1qanom03"",""bc1qanom05"",""bc1qanom06"",""bc1qanom08"",""bc1qanom08""]","[1.19870643,1.25203427,1.25112322,1.22166609,1.18144685,1.25021768,1.21580381,1.22840468,1.16166143,1.22947796,1.23347789]","[1.24914719,1.27316509,1.38051892,1.37296359,1.32732648,1.25868631,1.36464011,1.2586586,1.3550365,1.28701121]",0.03646045,P2SH,SG,AS7922
2026-08-17T09:39:16,10.200.0.2,172.26.254.68,4145,80,tx_069a63f41b9935be39e9917d,"[""bc1qanom09"",""bc1qanom06"",""bc1qanom04"",""bc1qanom10"",""bc1qanom07"",""bc1qanom09"",""bc1qanom05"",""bc1qanom08""]","[""bc1qanom11"",""bc1qanom03"",""bc1qanom06"",""bc1qanom06"",""bc1qanom04"",""bc1qanom08"",""bc1qanom02"",""bc1qanom03"",""bc1qanom04"",""bc1qanom06"",""bc1qanom05"",""bc1qanom03"",""bc1qanom07""]","[0.00279213,0.0026405,0.00287393,0.00258549,0.00278024,0.00270889,0.00265198,0.00277677]","[3.42e-06,3.74e-06,3.63e-06,3.56e-06,3.41e-06,3.39e-06,3.78e-06,3.74e-06,3.45e-06,3.55e-06,3.61e-06,3.62e-06,3.73e-06]",0.02169599,P2TR,RU,AS13335
2026-08-29T04:38:55,10.200.0.6,172.17.224.53,9050,80,tx_62ec8174d5342c0fb3087579,"[""bc1qanom03"",""bc1qanom02"",""bc1qanom07"",""bc1qanom08"",""bc1qanom05"",""bc1qanom03"",""bc1qanom06""]","[""bc1qanom09"",""bc1qanom10"",""bc1qanom02"",""bc1qanom06"",""bc1qanom11"",""bc1qanom12"",""bc1qanom10"",""bc1qanom07"",""bc1qanom04"",""bc1qanom01"",""bc1qanom07"",""bc1qanom08"",""bc1qanom08""]","[3.98415868,3.94622458,3.99557297,4.12204122,4.04401746,3.86294467,3.805003]","[2.20879326,2.16809606,2.11211756,1.9782479,2.0340824,2.10663162,2.09956783,2.20870968,2.21670031,2.16545186,2.19969964,1.9725719,1.98987541]",0.03355207,P2WPKH,NL,AS7922
2026-08-07T16:24:27,10.200.0.8,172.23.64.230,4145,18333,tx_1089090be6731ad095d87e57,"[""bc1qanom03"",""bc1qanom07"",""bc1qanom07"",""bc1qanom09"",""bc1qanom08"",""bc1qanom01"",""bc1qanom02"",""bc1qanom08"",""bc1qanom10"",""bc1qanom03"",""bc1qanom02""]","[""bc1qanom11"",""bc1qanom09"",""bc1qanom03"",""bc1qanom02"",""bc1qanom07"",""bc1qanom05"",""bc1qanom08"",""bc1qanom12"",""bc1qanom01"",""bc1qanom05"",""bc1qanom02"",""bc1qanom11"",""bc1qanom06"",""bc1qanom04"",""bc1qanom03"",""bc1qanom01""]","[0.95438549,1.04353835,0.98259382,0.99831413,0.97194536,1.01814272,1.00861451,0.95295162,1.04650785,0.98113011,0.99324599]","[0.65317327,0.70969065,0.69610588,0.68770252,0.67985987,0.71196981,0.64016033,0.72032102,0.71269505,0.6636312,0.67363892,0.66240093,0.65987354,0.71775269,0.71496632,0.69247126]",0.05652743,P2SH,GB,AS9009
2026-08-06T07:16:15,10.200.0.8,172.25.122.109,9150,8333,tx_b02036a96540095ed32f02ad,"[""bc1qanom03"",""bc1qanom12"",""bc1qanom09"",""bc1qanom09"",""bc1qanom01"",""bc1qanom01"",""bc1qanom04""]","[""bc1qanom09"",""bc1qanom01"",""bc1qanom09"",""bc1qanom06"",""bc1qanom11"",""bc1qanom09"",""bc1qanom04"",""bc1qanom03"",""bc1qanom06"",""bc1qanom08"",""bc1qanom01"",""bc1qanom03"",""bc1qanom09""]","[0.00405758,0.0040388,0.00402008,0.00376142,0.00364566,0.00394971,0.00383213]","[1.488e-05,1.473e-05,1.514e-05,1.552e-05,1.572e-05,1.517e-05,1.614e-05,1.501e-05,1.578e-05,1.517e-05,1.536e-05,1.461e-05,1.459e-05]",0.02690686,P2TR,RU,AS13335
2026-08-23T06:01:17,10.200.0.7,172.20.51.2,9150,18333,tx_d98a389e0fea85bfe8542f7b,"[""bc1qanom03"",""bc1qanom11"",""bc1qanom04"",""bc1qanom03"",""bc1qanom07"",""bc1qanom04"",""bc1qanom05""]","[""bc1qanom06"",""bc1qanom07"",""bc1qanom03"",""bc1qanom07"",""bc1qanom03"",""bc1qanom07"",""bc1qanom06"",""bc1qanom05"",""bc1qanom02"",""bc1qanom09"",""bc1qanom02"",""bc1qanom08"",""bc1qanom05"",""bc1qanom05"",""bc1qanom09""]","[0.00459706,0.00486896,0.00499043,0.00460563,0.00495047,0.00452807,0.00468433]","[1.66e-06,1.78e-06,1.62e-06,1.67e-06,1.65e-06,1.69e-06,1.76e-06,1.69e-06,1.64e-06,1.67e-06,1.63e-06,1.69e-06,1.64e-06,1.66e-06,1.6e-06]",0.03357187,P2TR,RU,AS14061
2026-08-07T09:22:40,10.200.0.4,172.23.100.156,9150,18333,tx_c924931788bf475852518d91,"[""bc1qanom07"",""bc1qanom10"",""bc1qanom01"",""bc1qanom11"",""bc1qanom03"",""bc1qanom11"",""bc1qanom01"",""bc1qanom12"",""bc1qanom05""]","[""bc1qanom12"",""bc1qanom12"",""bc1qanom08"",""bc1qanom09"",""bc1qanom01"",""bc1qanom12"",""bc1qanom04"",""bc1qanom03"",""bc1qanom10"",""bc1qanom06"",""bc1qanom01"",""bc1qanom12"",""bc1qanom04"",""bc1qanom02""]","[6.78121865,7.01598716,6.44228497,6.72392858,6.84306733,6.82481203,6.36226156,6.54420735,7.07487679]","[4.5480599,4.10726606,4.24674999,4.56610664,4.43809674,4.56272429,4.13983669,4.12582337,4.46945262,4.38382648,4.5734007,4.15085387,4.28022198,4.22793532]",0.05213689,P2PKH,NL,AS3320
2026-08-18T20:36:37,10.200.0.4,172.31.193.83,9150,18333,tx_137b33cb739ac20835692976,"[""bc1qanom12"",""bc1qanom05"",""bc1qanom09"",""bc1qanom10"",""bc1qanom02"",""bc1qanom07"",""bc1qanom07"",""bc1qanom11"",""bc1qanom12"",""bc1qanom01"",""bc1qanom08"",""bc1qanom05"",""bc1qanom11"",""bc1qanom02""]","[""bc1qanom11"",""bc1qanom12"",""bc1qanom12"",""bc1qanom05"",""bc1qanom01"",""bc1qanom04"",""bc1qanom07"",""bc1qanom06"",""bc1qanom05"",""bc1qanom09""]","[0.00377348,0.00388344,0.00372539,0.00378251,0.00373635,0.00363401,0.00366027,0.00401425,0.00377415,0.00391676,0.00367276,0.00408647,0.00388014,0.00381078]","[3.89e-06,3.7e-06,3.82e-06,3.55e-06,3.65e-06,3.78e-06,3.57e-06,3.84e-06,3.61e-06,3.49e-06]",0.05407047,P2SH,SG,AS16509
2026-08-02T07:43:12,10.200.0.8,172.25.114.177,4145,18333,tx_2d635912ffc125f49d29aeda,"[""bc1qanom07"",""bc1qanom08"",""bc1qanom10"",""bc1qanom05"",""bc1qanom10"",""bc1qanom04"",""bc1qanom10"",""bc1qanom08"",""bc1qanom08"",""bc1qanom04"",""bc1qanom08"",""bc1qanom10"",""bc1qanom06"",""bc1qanom05""]","[""bc1qanom02"",""bc1qanom03"",""bc1qanom06"",""bc1qanom10"",""bc1qanom11"",""bc1qanom08"",""bc1qanom04"",""bc1qanom10"",""bc1qanom11"",""bc1qanom11"",""bc1qanom10"",""bc1qanom03"",""bc1qanom11"",""bc1qanom05"",""bc1qanom04"",""bc1qanom09"",""bc1qanom05"",""bc1qanom02"",""bc1qanom01""]","[0.87654598,0.91212735,0.89999096,0.87459917,0.86716907,0.90904518,0.91258536,0.8670153,0.88635479,0.91883683,0.91928574,0.89505598,0.9144501,0.94726333]","[0.63984906,0.67297815,0.6738812,0.63956228,0.68466742,0.65596614,0.70056403,0.68456944,0.63662594,0.69730285,0.67204667,0.69525893,0.69648801,0.64649433,0.7012461,0.7016905,0.68847608,0.67582416,0.68294835]",0.02195684,P2WPKH,SG,AS45117
2026-08-23T13:14:30,10.200.0.2,172.18.160.220,4145,443,tx_6ca36e609cffa6af832a5b58,"[""bc1qanom12"",""bc1qanom01"",""bc1qanom05"",""bc1qanom10"",""bc1qanom10"",""bc1qanom03"",""bc1qanom04"",""bc1qanom03"",""bc1qanom03"",""bc1qanom10"",""bc1qanom07""]","[""bc1qanom12"",""bc1qanom02"",""bc1qanom11"",""bc1qanom10"",""bc1qanom08"",""bc1qanom05"",""bc1qanom11"",""bc1qanom02""]","[0.00618226,0.00646827,0.0062782,0.00647783,0.0062447,0.00624769,0.00590906,0.00634323,0.00588192,0.00606958,0.00607535]","[1.003e-05,1.027e-05,1.01e-05,9.89e-06,1.068e-05,1.055e-05,1.047e-05,1.02e-05]",0.06758478,P2WPKH,GB,AS9009
2026-08-13T23:06:13,10.200.0.6,172.16.205.167,4145,80,tx_f50e3a7a412aeef6fac3b824,"[""bc1qanom04"",""bc1qanom11"",""bc1qanom04"",""bc1qanom09"",""bc1qanom01"",""bc1qanom05"",""bc1qanom11"",""bc1qanom04"",""bc1qanom03""]","[""bc1qanom10"",""bc1qanom12"",""bc1qanom07"",""bc1qanom07"",""bc1qanom02"",""bc1qanom08"",""bc1qanom07"",""bc1qanom07"",""bc1qanom08"",""bc1qanom07""]","[5.98907391,5.73086418,5.62291557,5.44820463,5.99771547,5.57822512,5.78598898,5.63159752,6.04352347]","[5.23466068,5.24556556,5.16181655,4.93063495,5.0291025,5.39549936,5.42963063,5.02116907,5.2846839,5.07506141]",0.02420393,P2TR,GB,AS16509
2026-08-02T03:02:01,10.200.0.1,172.23.6.65,9050,18333,tx_9b5c0bf448e64807954c7f3b,"[""bc1qanom12"",""bc1qanom07"",""bc1qanom07"",""bc1qanom04"",""bc1qanom09"",""bc1qanom05"",""bc1qanom02"",""bc1qanom06"",""bc1qanom09""]","[""bc1qanom06"",""bc1qanom09"",""bc1qanom08"",""bc1qanom10"",""bc1qanom02"",""bc1qanom12"",""bc1qanom08"",""bc1qanom12"",""bc1qanom12"",""bc1qanom04"",""bc1qanom05""]","[1.51338887,1.52189076,1.58206461,1.45793659,1.53871475,1.56712401,1.49906568,1.51326645,1.56541568]","[1.1918406,1.33192914,1.21054622,1.25501971,1.20401232,1.29793235,1.28639953,1.26792374,1.3149108,1.26222454,1.25570212]",0.07619483,P2SH,GB,AS9009
2026-08-05T10:18:38,10.200.0.3,172.21.249.227,1080,18333,tx_8f68fe32404b33464aad28c7,"[""bc1qanom11"",""bc1qanom09"",""bc1qanom09"",""bc1qanom02"",""bc1qanom11"",""bc1qanom11"",""bc1qanom03"",""bc1qanom07"",""bc1qanom12"",""bc1qanom03"",""bc1qanom01"",""bc1qanom05"",""bc1qanom09""]","[""bc1qanom11"",""bc1qanom05"",""bc1qanom08"",""bc1qanom01"",""bc1qanom09"",""bc1qanom06"",""bc1qanom06"",""bc1qanom11""]","[0.65401444,0.64076153,0.64635096,0.65034449,0.67047077,0.66253772,0.65167707,0.5954872,0.66908755,0.61928738,0.64852093,0.59915288,0.61807575]","[0.9834672,1.07377416,1.011965,1.05924221,1.00257116,0.98324816,0.99933175,1.07906682]",0.01340078,P2SH,RU,AS45117
2026-08-11T22:00:50,10.200.0.8,172.24.46.78,1080,8333,tx_6436f96ea28b445b55445d8f,"[""bc1qanom01"",""bc1qanom01"",""bc1qanom06"",""bc1qanom07"",""bc1qanom11"",""bc1qanom01"",""bc1qanom06"",""bc1qanom11"",""bc1qanom09"",""bc1qanom12"",""bc1qanom01""]","[""bc1qanom11"",""bc1qanom02"",""bc1qanom12"",""bc1qanom09"",""bc1qanom09"",""bc1qanom10"",""bc1qanom07"",""bc1qanom07"",""bc1qanom07""]","[1.17082618,1.2171491,1.23902118,1.11456842,1.23200238,1.19060721,1.2027894,1.12326855,1.22454612,1.13452892,1.12149992]","[1.41121146,1.42104834,1.44494607,1.47367125,1.46612279,1.4723631,1.36760151,1.39054796,1.49963613]",0.02928784,P2TR,NL,AS3320
2026-08-04T15:22:32,10.200.0.3,172.20.64.18,1080,18333,tx_b7ad285f7a507f5a33f43bf9,"[""bc1qanom01"",""bc1qanom04"",""bc1qanom10"",""bc1qanom04"",""bc1qanom07"",""bc1qanom02"",""bc1qanom06"",""bc1qanom02""]","[""bc1qanom10"",""bc1qanom02"",""bc1qanom04"",""bc1qanom04"",""bc1qanom09"",""bc1qanom04"",""bc1qanom02"",""bc1qanom01"",""bc1qanom12"",""bc1qanom07""]","[1.57292493,1.66497912,1.62405096,1.61044847,1.67594066,1.52453793,1.55262699,1.54647866]","[1.19816136,1.30873254,1.24541653,1.33497534,1.25783144,1.21803036,1.19484492,1.30553743,1.18513467,1.29645231]",0.06789915,P2SH,RU,AS7922
